timestamp,cpu_usage_percentage,mem_usage_percentage
2023-11-20 00:00:22,0.21911071989627398,0.10541366588735526
2023-11-20 00:05:22,0.27020124369443294,0.07345168271488492
2023-11-20 00:10:22,0.2365108175590998,0.12015718046897975
2023-11-20 00:15:22,0.27495720962997966,0.08730281482491727
2023-11-20 00:20:22,0.22188407886702083,0.09781464951645173
2023-11-20 00:25:22,0.27739694285116523,0.09202225265452106
2023-11-20 00:30:22,0.24403030731758119,0.1110375687958968
2023-11-20 00:35:22,0.2521805688138451,0.08497702230554334
2023-11-20 00:40:22,0.23536555312220683,0.101081174411861
2023-11-20 00:45:22,0.2721623808918884,0.08960838711821192
2023-11-20 00:50:22,0.22148008210479256,0.10463999033812443
2023-11-20 00:55:22,0.2627053790435893,0.08383667437314953
2023-11-20 01:00:22,0.22693965918504685,0.0813882146433702
2023-11-20 01:05:22,0.27990270695550185,0.09258944628042716
2023-11-20 01:10:22,0.24384519701213261,0.11028375479754264
2023-11-20 01:15:22,0.2624502992645258,0.08656969383163286
2023-11-20 01:20:22,0.23259410927809626,0.09641131199423943
2023-11-20 01:25:22,0.28724984234552686,0.0886058958733645
2023-11-20 01:30:22,0.2309555664194507,0.09843921489693072
2023-11-20 01:35:22,0.2695335841312386,0.10188899615004068
2023-11-20 01:40:22,0.2335248109428285,0.11136646872787873
2023-11-20 01:45:22,0.264583536830265,0.09151456702440185
2023-11-20 01:50:22,0.24375599456882271,0.10794572423864406
2023-11-20 01:55:22,0.2555556058957862,0.0981002983654034
2023-11-20 02:00:22,0.23640122522448478,0.08586976277718057
2023-11-20 02:05:22,0.26615400837676784,0.08726460328013401
2023-11-20 02:10:22,0.23903525215231114,0.09736191994214893
2023-11-20 02:15:22,0.2694056222221599,0.09230504997169305
2023-11-20 02:20:22,0.24136394102274278,0.0803842569085055
2023-11-20 02:25:22,0.26487804760064193,0.08627061675703195
2023-11-20 02:30:22,0.24140735676027222,0.1070477924924137
2023-11-20 02:35:22,0.26233364629309985,0.10286479612115533
2023-11-20 02:40:22,0.231958356175025,0.10516674509907706
2023-11-20 02:45:22,0.2693207295810975,0.08929946941814411
2023-11-20 02:50:22,0.23748887533014612,0.08159455096365711
2023-11-20 02:55:22,0.25269496392006185,0.09744687398124692
2023-11-20 03:00:22,0.2311295546259149,0.08701899111182934
2023-11-20 03:05:22,0.2850897828837683,0.10133495330810538
2023-11-20 03:10:22,0.2389438246987942,0.10647134139188179
2023-11-20 03:15:22,0.27253344472461327,0.09662898182752963
2023-11-20 03:20:22,0.2555868505033481,0.10354131869586276
2023-11-20 03:25:22,0.26660319914130975,0.11103115081787103
2023-11-20 03:30:22,0.23044050702244318,0.0964619091305377
