timestamp,value
2023-11-23 16:53:12,6.305260101007335
2023-11-23 16:53:37,11.164441084340668
2023-11-23 16:53:42,6.083256192044038
2023-11-23 16:54:07,8.518475118895887
2023-11-23 16:54:12,0.0291967450000004
2023-11-23 16:54:37,0.0291967450000004
2023-11-23 16:54:42,0.0089343783333332
2023-11-23 16:55:07,0.0089343783333332
2023-11-23 16:55:12,0.1155086450000005
2023-11-23 16:55:37,0.1155086450000005
2023-11-23 16:55:42,0.1222397050000001
2023-11-23 16:56:07,0.1222397050000001
2023-11-23 16:56:12,0.0177886733333328
2023-11-23 16:56:37,0.0177886733333328
2023-11-23 16:56:42,0.0138960449999991
2023-11-23 16:57:07,0.0277920899999983
2023-11-23 16:57:12,0.4493718733333344
2023-11-23 16:57:37,0.4493718733333344
2023-11-23 16:57:42,0.4635810166666675
2023-11-23 16:58:07,0.4635810166666675
2023-11-23 16:58:12,0.026862439999998
2023-11-23 16:58:37,0.026862439999998
2023-11-23 16:58:42,0.0142020533333327
2023-11-23 16:59:07,0.0142020533333327
2023-11-23 16:59:12,0.1367844366666659
2023-11-23 16:59:37,0.1367844366666659
2023-11-23 16:59:42,0.135548700000001
2023-11-23 17:00:07,0.135548700000001
2023-11-23 17:00:12,0.0200387828898059
2023-11-23 17:00:37,0.0200387828898059
2023-11-23 17:00:42,0.0213722066666655
2023-11-23 17:01:07,0.0213722066666655
2023-11-23 17:01:12,0.1563337645234959
2023-11-23 17:01:37,0.1563337645234959
2023-11-23 17:01:42,0.1618505133333355
2023-11-23 17:02:07,0.1618505133333355
2023-11-23 17:02:12,0.0274824666467035
2023-11-23 17:02:37,0.0274824666467035
2023-11-23 17:02:42,0.0220513015238559
2023-11-23 17:03:07,0.0220513015238559
2023-11-23 17:03:12,0.4749761613732751
2023-11-23 17:03:37,0.4749761613732751
2023-11-23 17:03:42,0.4915423500959044
2023-11-23 17:04:07,0.4915423500959044
2023-11-23 17:04:12,0.0374680633333331
2023-11-23 17:04:37,0.0374680633333331
2023-11-23 17:04:42,0.0255416200000002
2023-11-23 17:05:07,0.0255416200000002
2023-11-23 17:05:12,0.1825006000000003
2023-11-23 17:05:37,0.1825006000000003
2023-11-23 17:05:42,0.1699288566666664
2023-11-23 17:06:07,0.1699288566666664
2023-11-23 17:06:12,0.0222888966666682
2023-11-23 17:06:37,0.0222888966666682
2023-11-23 17:06:42,0.0279403189521576
2023-11-23 17:07:07,0.0279403189521576
2023-11-23 17:07:12,0.1464879699999984
2023-11-23 17:07:37,0.1464879699999984
2023-11-23 17:07:42,0.1467746928705981
2023-11-23 17:08:07,0.1467746928705981
2023-11-23 17:08:12,0.025188070000001
2023-11-23 17:08:37,0.025188070000001
2023-11-23 17:08:42,0.0357083866666663
2023-11-23 17:09:07,0.0357083866666663
2023-11-23 17:09:12,0.5474227855273903
2023-11-23 17:09:37,0.5474227855273903
2023-11-23 17:09:42,0.5381377160092659
2023-11-23 17:10:07,0.5381377160092659
2023-11-23 17:10:12,0.0311514442388771
2023-11-23 17:10:37,0.0311514442388771
2023-11-23 17:10:42,0.0302952709573084
2023-11-23 17:11:07,0.0302952709573084
2023-11-23 17:11:12,0.1311784566772006
2023-11-23 17:11:37,0.1311784566772005
2023-11-23 17:11:42,0.1309148833333336
2023-11-23 17:12:07,0.1309148833333336
2023-11-23 17:12:12,0.0176601945960377
2023-11-23 17:12:37,0.0176601945960377
2023-11-23 17:12:42,0.0343927500000014
2023-11-23 17:13:07,0.0343927500000014
2023-11-23 17:13:12,0.1518188527597141
2023-11-23 17:13:37,0.1518188527597141
2023-11-23 17:13:42,0.1358955233333336
2023-11-23 17:14:07,0.1358955233333336
2023-11-23 17:14:12,0.0086402394091466
2023-11-23 17:14:37,0.0086402394091466
2023-11-23 17:14:42,0.013098316666665
2023-11-23 17:15:07,0.013098316666665
2023-11-23 17:15:12,0.4592982571314289
2023-11-23 17:15:37,0.4592982571314289
2023-11-23 17:15:42,0.4482489833333325
2023-11-23 17:16:07,0.4482489833333325
2023-11-23 17:16:12,0.0107160115915003
2023-11-23 17:16:37,0.0107160115915003
2023-11-23 17:16:42,0.0164917766666672
2023-11-23 17:17:07,0.0164917766666672
2023-11-23 17:17:12,0.1375080182148767
2023-11-23 17:17:37,0.1375080182148767
2023-11-23 17:17:42,0.1356807133333326
2023-11-23 17:18:07,0.1356807133333326
2023-11-23 17:18:12,0.0159517278167652
2023-11-23 17:18:37,0.0159517278167652
2023-11-23 17:18:42,0.0236293075577044
2023-11-23 17:19:07,0.0236293075577044
2023-11-23 17:19:12,0.1574781433333338
2023-11-23 17:19:37,0.1574781433333338
2023-11-23 17:19:42,0.1579665238769902
